D1	D2	D3	D4	D5	D6	D7	D8	Anomaly
17.0	16.0	17.0	11.0	17.0	17.0	15.0	16.0	False
17.0	16.0	17.0	5.0	17.0	17.0	15.0	16.0	False
17.0	16.0	17.0	13.0	17.0	17.0	15.0	16.0	False
17.0	16.0	17.0	13.0	17.0	17.0	15.0	16.0	False
17.0	16.0	17.0	14.0	17.0	17.0	15.0	16.0	False
17.0	16.0	17.0	14.0	17.0	17.0	15.0	16.0	False
17.0	16.0	17.0	21.0	17.0	17.0	15.0	16.0	False
21.0	20.0	21.0	15.0	21.0	21.0	19.0	20.0	True
21.0	20.0	21.0	18.0	21.0	21.0	19.0	20.0	False
21.0	20.0	13.0	21.0	21.0	21.0	19.0	20.0	False
21.0	20.0	18.0	24.0	21.0	21.0	19.0	20.0	False
21.0	20.0	18.0	18.0	21.0	21.0	19.0	20.0	False
21.0	20.0	18.0	16.0	21.0	21.0	19.0	20.0	False
21.0	20.0	18.0	22.0	21.0	21.0	19.0	20.0	False
21.0	20.0	18.0	22.0	21.0	21.0	19.0	20.0	False
21.0	20.0	18.0	24.0	21.0	21.0	19.0	20.0	False
21.0	19.0	18.0	24.0	21.0	21.0	19.0	20.0	False
1.0	4.0	-2.0	4.0	1.0	1.0	-1.0	0.0	True
1.0	-1.0	-2.0	0.0	1.0	1.0	-1.0	0.0	False
1.0	4.0	-2.0	6.0	1.0	1.0	-1.0	0.0	False
1.0	4.0	-2.0	8.0	1.0	1.0	-1.0	0.0	False
1.0	-9.0	-2.0	6.0	1.0	1.0	-1.0	0.0	False
1.0	3.0	-2.0	-3.0	1.0	1.0	-1.0	0.0	False
1.0	3.0	-2.0	1.0	1.0	1.0	-1.0	0.0	False
1.0	3.0	-2.0	4.0	1.0	5.0	-1.0	0.0	False
1.0	7.0	-2.0	8.0	1.0	-1.0	-1.0	0.0	False
1.0	2.0	-2.0	4.0	1.0	-1.0	-1.0	0.0	False
5.0	6.0	2.0	13.0	5.0	3.0	3.0	4.0	True
5.0	9.0	2.0	9.0	5.0	3.0	3.0	4.0	False
5.0	8.0	2.0	12.0	5.0	5.0	3.0	4.0	False
5.0	9.0	2.0	5.0	5.0	5.0	3.0	4.0	False
5.0	4.0	2.0	12.0	5.0	7.0	3.0	4.0	False
5.0	9.0	2.0	13.0	5.0	7.0	3.0	4.0	False
5.0	6.0	2.0	9.0	5.0	4.0	3.0	4.0	False
5.0	6.0	2.0	16.0	5.0	4.0	3.0	4.0	False
5.0	6.0	2.0	16.0	5.0	4.0	3.0	4.0	False
5.0	7.0	2.0	16.0	5.0	4.0	3.0	4.0	False
9.0	7.0	6.0	13.0	9.0	8.0	7.0	8.0	True
9.0	7.0	6.0	7.0	9.0	8.0	7.0	8.0	False
9.0	7.0	2.0	12.0	9.0	8.0	7.0	8.0	False
9.0	7.0	-6.0	12.0	9.0	8.0	7.0	8.0	False
9.0	7.0	8.0	9.0	9.0	11.0	7.0	8.0	False
9.0	10.0	8.0	9.0	9.0	7.0	7.0	8.0	False
9.0	10.0	8.0	8.0	9.0	11.0	7.0	8.0	False
9.0	13.0	8.0	9.0	9.0	9.0	7.0	8.0	False
9.0	11.0	8.0	9.0	9.0	9.0	7.0	8.0	False
9.0	11.0	8.0	5.0	9.0	9.0	7.0	8.0	False
13.0	17.0	12.0	7.0	13.0	13.0	11.0	12.0	True
13.0	13.0	12.0	4.0	13.0	13.0	11.0	12.0	False
13.0	16.0	12.0	9.0	13.0	15.0	11.0	12.0	False
13.0	17.0	12.0	6.0	13.0	11.0	11.0	12.0	False
13.0	15.0	12.0	5.0	13.0	11.0	11.0	12.0	False
13.0	15.0	12.0	13.0	13.0	15.0	11.0	12.0	False
13.0	16.0	12.0	14.0	13.0	9.0	11.0	12.0	False
13.0	11.0	12.0	9.0	13.0	9.0	11.0	12.0	False
13.0	11.0	12.0	10.0	13.0	10.0	11.0	12.0	False
13.0	11.0	12.0	4.0	13.0	10.0	11.0	12.0	False
17.0	15.0	16.0	11.0	17.0	18.0	15.0	16.0	True
17.0	15.0	16.0	15.0	17.0	17.0	15.0	16.0	False
17.0	21.0	16.0	14.0	17.0	17.0	15.0	16.0	False
17.0	20.0	16.0	17.0	17.0	19.0	15.0	16.0	False
17.0	21.0	16.0	19.0	17.0	16.0	15.0	16.0	False
17.0	17.0	16.0	15.0	17.0	16.0	15.0	16.0	False
17.0	19.0	16.0	23.0	17.0	18.0	15.0	16.0	False
17.0	20.0	16.0	21.0	17.0	13.0	15.0	16.0	False
17.0	19.0	16.0	19.0	17.0	13.0	15.0	16.0	False
17.0	17.0	16.0	23.0	17.0	18.0	15.0	16.0	False
21.0	24.0	20.0	25.0	21.0	22.0	19.0	20.0	True
21.0	20.0	20.0	26.0	21.0	23.0	19.0	20.0	False
21.0	24.0	20.0	28.0	21.0	22.0	19.0	20.0	False
21.0	23.0	20.0	28.0	21.0	19.0	19.0	20.0	False
21.0	21.0	20.0	26.0	21.0	24.0	19.0	20.0	False
21.0	23.0	20.0	28.0	21.0	21.0	19.0	20.0	False
21.0	20.0	20.0	27.0	21.0	21.0	19.0	20.0	False
21.0	21.0	20.0	27.0	21.0	21.0	19.0	20.0	False
21.0	22.0	20.0	32.0	21.0	22.0	19.0	20.0	False
21.0	21.0	20.0	26.0	21.0	18.0	19.0	20.0	False
1.0	-3.0	0.0	9.0	1.0	4.0	-1.0	0.0	True
1.0	4.0	0.0	8.0	1.0	0.0	-4.0	0.0	False
1.0	-2.0	0.0	7.0	1.0	0.0	-1.0	0.0	False
1.0	-1.0	0.0	10.0	1.0	2.0	-1.0	0.0	False
1.0	-6.0	0.0	18.0	1.0	1.0	-1.0	0.0	False
1.0	-6.0	0.0	10.0	1.0	1.0	-1.0	0.0	False
1.0	-6.0	-14.0	-5.0	1.0	0.0	-1.0	0.0	False
1.0	4.0	-2.0	5.0	1.0	0.0	-3.0	0.0	False
1.0	2.0	-2.0	4.0	1.0	3.0	-1.0	0.0	False
1.0	1.0	-2.0	8.0	1.0	5.0	-1.0	0.0	False
5.0	9.0	2.0	18.0	5.0	5.0	3.0	4.0	True
5.0	0.0	2.0	2.0	5.0	5.0	3.0	4.0	False
4.0	4.0	5.0	10.0	5.0	7.0	7.0	6.0	False
4.0	5.0	5.0	-1.0	5.0	3.0	7.0	6.0	False
4.0	4.0	5.0	-1.0	5.0	6.0	7.0	6.0	False
4.0	5.0	5.0	-1.0	5.0	6.0	7.0	6.0	False
4.0	5.0	5.0	-1.0	5.0	6.0	7.0	6.0	False
4.0	5.0	5.0	-1.0	5.0	3.0	7.0	6.0	False
4.0	0.0	5.0	-1.0	5.0	6.0	7.0	6.0	False
4.0	0.0	5.0	-1.0	5.0	6.0	7.0	6.0	False
8.0	9.0	9.0	3.0	9.0	10.0	8.0	10.0	True
8.0	2.0	9.0	3.0	9.0	10.0	8.0	10.0	False
8.0	12.0	9.0	3.0	9.0	10.0	5.0	4.0	False
8.0	8.0	9.0	3.0	9.0	10.0	6.0	8.0	False
8.0	7.0	9.0	3.0	9.0	10.0	6.0	8.0	False
8.0	11.0	9.0	16.0	9.0	6.0	5.0	8.0	False
8.0	-2.0	9.0	14.0	9.0	11.0	10.0	8.0	False
8.0	-2.0	9.0	10.0	9.0	11.0	10.0	8.0	False
8.0	9.0	9.0	10.0	9.0	11.0	10.0	8.0	False
8.0	11.0	9.0	10.0	9.0	7.0	5.0	8.0	False
12.0	15.0	6.0	14.0	13.0	13.0	13.0	12.0	True
12.0	11.0	12.0	23.0	13.0	13.0	13.0	12.0	False
12.0	13.0	12.0	23.0	13.0	13.0	13.0	12.0	False
12.0	8.0	12.0	25.0	13.0	13.0	13.0	12.0	False
12.0	11.0	12.0	23.0	13.0	13.0	13.0	12.0	False
12.0	13.0	12.0	15.0	13.0	13.0	13.0	12.0	False
12.0	12.0	12.0	17.0	13.0	13.0	13.0	12.0	False
12.0	13.0	12.0	22.0	13.0	13.0	13.0	12.0	False
12.0	18.0	12.0	20.0	13.0	13.0	9.0	12.0	False
12.0	12.0	12.0	16.0	13.0	13.0	16.0	12.0	False
16.0	17.0	11.0	27.0	17.0	17.0	20.0	16.0	True
16.0	20.0	18.0	30.0	17.0	17.0	12.0	16.0	False
16.0	20.0	18.0	26.0	17.0	17.0	14.0	16.0	False
16.0	19.0	18.0	34.0	17.0	17.0	14.0	16.0	False
16.0	20.0	18.0	37.0	17.0	17.0	14.0	16.0	False
16.0	18.0	18.0	34.0	17.0	17.0	15.0	16.0	False
16.0	19.0	18.0	15.0	17.0	17.0	14.0	16.0	False
16.0	18.0	18.0	15.0	17.0	17.0	14.0	16.0	False
16.0	17.0	18.0	14.0	17.0	17.0	15.0	16.0	False
16.0	17.0	18.0	9.0	17.0	17.0	16.0	16.0	False
20.0	19.0	22.0	20.0	21.0	21.0	20.0	20.0	True
20.0	18.0	22.0	26.0	21.0	21.0	20.0	20.0	False
20.0	23.0	22.0	26.0	21.0	21.0	20.0	20.0	False
20.0	22.0	22.0	18.0	21.0	21.0	20.0	20.0	False
20.0	20.0	22.0	22.0	21.0	21.0	20.0	20.0	False
20.0	20.0	22.0	22.0	21.0	21.0	20.0	20.0	False
20.0	23.0	22.0	23.0	21.0	21.0	19.0	20.0	False
20.0	27.0	22.0	25.0	21.0	21.0	19.0	20.0	False
20.0	18.0	22.0	25.0	21.0	21.0	21.0	20.0	False
20.0	21.0	22.0	22.0	21.0	21.0	21.0	20.0	False
0.0	-1.0	2.0	11.0	1.0	1.0	1.0	0.0	True
0.0	-2.0	2.0	7.0	1.0	1.0	1.0	0.0	False
0.0	1.0	2.0	7.0	1.0	1.0	-1.0	-3.0	False
0.0	1.0	2.0	5.0	1.0	1.0	-2.0	-2.0	False
0.0	1.0	2.0	2.0	1.0	1.0	1.0	-2.0	False
0.0	0.0	2.0	0.0	1.0	1.0	1.0	-2.0	False
0.0	5.0	2.0	5.0	1.0	1.0	-2.0	-2.0	False
0.0	5.0	2.0	3.0	1.0	1.0	-3.0	-2.0	False
0.0	2.0	2.0	2.0	1.0	1.0	3.0	-2.0	False
0.0	0.0	2.0	4.0	1.0	1.0	3.0	-2.0	False
4.0	4.0	6.0	12.0	5.0	5.0	7.0	2.0	True
4.0	8.0	6.0	16.0	5.0	5.0	7.0	2.0	False
4.0	9.0	6.0	16.0	5.0	5.0	2.0	2.0	False
4.0	12.0	6.0	13.0	5.0	5.0	2.0	2.0	False
4.0	3.0	6.0	6.0	5.0	5.0	4.0	2.0	False
4.0	6.0	6.0	9.0	5.0	5.0	4.0	2.0	False
4.0	8.0	6.0	10.0	5.0	5.0	4.0	2.0	False
4.0	8.0	6.0	8.0	5.0	5.0	1.0	2.0	False
4.0	7.0	6.0	8.0	5.0	5.0	3.0	2.0	False
4.0	2.0	6.0	8.0	5.0	5.0	5.0	2.0	False
8.0	13.0	10.0	24.0	9.0	9.0	9.0	6.0	True
8.0	12.0	10.0	24.0	9.0	9.0	7.0	6.0	False
8.0	15.0	10.0	24.0	9.0	9.0	7.0	6.0	False
8.0	9.0	10.0	24.0	9.0	9.0	8.0	6.0	False
8.0	9.0	10.0	24.0	9.0	9.0	6.0	6.0	False
8.0	13.0	10.0	24.0	9.0	9.0	6.0	5.0	False
8.0	9.0	10.0	1.0	9.0	9.0	8.0	12.0	False
8.0	5.0	10.0	1.0	9.0	9.0	8.0	12.0	False
8.0	2.0	10.0	4.0	9.0	9.0	8.0	12.0	False
8.0	9.0	10.0	3.0	9.0	9.0	8.0	12.0	False
12.0	18.0	14.0	12.0	13.0	13.0	9.0	16.0	True
12.0	20.0	14.0	10.0	13.0	13.0	9.0	16.0	False
12.0	17.0	14.0	12.0	13.0	13.0	11.0	16.0	False
12.0	14.0	14.0	12.0	13.0	13.0	13.0	16.0	False
12.0	14.0	14.0	12.0	13.0	13.0	13.0	16.0	False
12.0	16.0	14.0	12.0	13.0	13.0	11.0	16.0	False
12.0	18.0	14.0	12.0	13.0	13.0	11.0	16.0	False
12.0	12.0	14.0	12.0	13.0	13.0	9.0	16.0	False
12.0	18.0	14.0	12.0	13.0	13.0	11.0	16.0	False
12.0	12.0	14.0	12.0	13.0	13.0	11.0	16.0	False
16.0	13.0	18.0	25.0	17.0	17.0	20.0	20.0	True
16.0	15.0	18.0	29.0	17.0	17.0	20.0	20.0	False
16.0	23.0	18.0	34.0	17.0	17.0	16.0	20.0	False
16.0	18.0	18.0	33.0	17.0	17.0	15.0	12.0	False
16.0	20.0	18.0	27.0	17.0	17.0	14.0	12.0	False
16.0	20.0	18.0	8.0	17.0	17.0	14.0	14.0	False
16.0	19.0	18.0	14.0	17.0	17.0	17.0	14.0	False
16.0	18.0	18.0	15.0	17.0	17.0	16.0	14.0	False
16.0	16.0	18.0	22.0	17.0	17.0	20.0	14.0	False
16.0	18.0	18.0	22.0	17.0	17.0	20.0	14.0	False
20.0	21.0	22.0	26.0	21.0	21.0	24.0	18.0	True
20.0	22.0	22.0	26.0	21.0	21.0	24.0	18.0	False
20.0	23.0	22.0	26.0	21.0	21.0	24.0	18.0	False
20.0	22.0	22.0	26.0	21.0	21.0	24.0	18.0	False
20.0	24.0	22.0	23.0	21.0	21.0	24.0	18.0	False
20.0	25.0	22.0	23.0	21.0	21.0	24.0	18.0	False
20.0	23.0	22.0	27.0	21.0	21.0	24.0	18.0	False
20.0	25.0	22.0	27.0	21.0	21.0	24.0	18.0	False
20.0	23.0	22.0	27.0	21.0	21.0	24.0	18.0	False
20.0	25.0	22.0	27.0	21.0	21.0	24.0	18.0	False
0.0	5.0	2.0	7.0	1.0	1.0	4.0	-2.0	True
0.0	-4.0	2.0	15.0	1.0	1.0	-3.0	-2.0	False
0.0	4.0	2.0	17.0	1.0	1.0	-1.0	-2.0	False
0.0	4.0	2.0	23.0	1.0	1.0	-1.0	-2.0	False
0.0	4.0	2.0	3.0	1.0	1.0	-1.0	-2.0	False
0.0	5.0	2.0	3.0	1.0	1.0	-2.0	-2.0	False
0.0	2.0	2.0	3.0	1.0	1.0	0.0	-2.0	False
0.0	0.0	-5.0	-4.0	1.0	1.0	0.0	-2.0	False
0.0	1.0	-1.0	-2.0	1.0	1.0	0.0	-2.0	False
0.0	3.0	-1.0	1.0	1.0	1.0	0.0	-2.0	False
4.0	11.0	3.0	0.0	5.0	5.0	2.0	2.0	True
4.0	9.0	3.0	4.0	5.0	5.0	3.0	2.0	False
4.0	9.0	3.0	3.0	5.0	5.0	2.0	2.0	False
4.0	10.0	3.0	-2.0	5.0	5.0	2.0	2.0	False
4.0	-2.0	3.0	5.0	5.0	5.0	7.0	2.0	False
4.0	4.0	3.0	3.0	5.0	9.0	7.0	2.0	False
4.0	2.0	3.0	-5.0	5.0	10.0	7.0	2.0	False
4.0	6.0	3.0	0.0	5.0	8.0	7.0	2.0	False
4.0	5.0	3.0	-1.0	5.0	9.0	7.0	2.0	False
4.0	7.0	3.0	3.0	5.0	9.0	7.0	2.0	False
8.0	8.0	7.0	10.0	9.0	12.0	7.0	6.0	True
8.0	9.0	7.0	11.0	9.0	12.0	10.0	6.0	False
8.0	11.0	6.0	11.0	7.0	12.0	10.0	11.0	False
8.0	10.0	6.0	10.0	7.0	13.0	10.0	11.0	False
8.0	10.0	6.0	10.0	7.0	13.0	10.0	11.0	False
8.0	10.0	6.0	10.0	7.0	13.0	10.0	11.0	False
8.0	10.0	6.0	17.0	7.0	13.0	10.0	11.0	False
8.0	10.0	6.0	21.0	7.0	13.0	10.0	11.0	False
8.0	10.0	6.0	23.0	7.0	13.0	10.0	11.0	False
8.0	10.0	6.0	24.0	7.0	13.0	10.0	4.0	False
12.0	14.0	10.0	28.0	11.0	17.0	14.0	12.0	True
12.0	14.0	10.0	27.0	11.0	17.0	14.0	12.0	False
12.0	14.0	10.0	27.0	11.0	17.0	14.0	12.0	False
12.0	14.0	10.0	23.0	11.0	17.0	14.0	12.0	False
12.0	14.0	10.0	17.0	11.0	17.0	14.0	12.0	False
12.0	14.0	10.0	17.0	11.0	17.0	14.0	12.0	False
12.0	14.0	10.0	17.0	11.0	17.0	14.0	12.0	False
12.0	14.0	10.0	21.0	11.0	17.0	9.0	12.0	False
12.0	14.0	10.0	19.0	11.0	17.0	10.0	12.0	False
12.0	14.0	10.0	22.0	11.0	17.0	10.0	12.0	False
16.0	18.0	14.0	24.0	15.0	21.0	14.0	16.0	True
16.0	18.0	14.0	25.0	15.0	21.0	14.0	16.0	False
16.0	10.0	14.0	23.0	15.0	21.0	14.0	16.0	False
16.0	16.0	14.0	20.0	15.0	21.0	14.0	16.0	False
16.0	16.0	14.0	25.0	15.0	21.0	14.0	16.0	False
16.0	16.0	14.0	25.0	15.0	21.0	14.0	16.0	False
16.0	16.0	14.0	29.0	15.0	21.0	14.0	12.0	False
16.0	16.0	14.0	30.0	15.0	21.0	14.0	15.0	False
16.0	16.0	14.0	29.0	15.0	21.0	14.0	13.0	False
16.0	16.0	14.0	28.0	15.0	21.0	14.0	15.0	False
20.0	20.0	18.0	31.0	19.0	25.0	18.0	18.0	True
20.0	27.0	18.0	32.0	19.0	25.0	18.0	20.0	False
20.0	25.0	18.0	37.0	19.0	25.0	18.0	19.0	False
20.0	25.0	18.0	36.0	19.0	25.0	22.0	23.0	False
20.0	25.0	18.0	36.0	19.0	25.0	22.0	23.0	False
20.0	25.0	18.0	33.0	19.0	25.0	22.0	23.0	False
20.0	25.0	18.0	21.0	19.0	25.0	22.0	23.0	False
20.0	25.0	18.0	20.0	19.0	25.0	22.0	23.0	False
20.0	25.0	18.0	19.0	19.0	25.0	22.0	23.0	False
20.0	26.0	18.0	26.0	19.0	25.0	22.0	23.0	False
0.0	7.0	-2.0	11.0	-1.0	5.0	2.0	3.0	True
0.0	6.0	-2.0	12.0	-1.0	5.0	0.0	3.0	False
0.0	2.0	-2.0	12.0	-1.0	5.0	0.0	-1.0	False
0.0	2.0	-2.0	11.0	-1.0	5.0	0.0	0.0	False
0.0	2.0	-2.0	8.0	-1.0	5.0	0.0	0.0	False
0.0	2.0	-2.0	9.0	-1.0	5.0	0.0	0.0	False
0.0	2.0	-2.0	1.0	-1.0	5.0	0.0	0.0	False
0.0	2.0	-2.0	3.0	-1.0	5.0	0.0	0.0	False
0.0	2.0	-2.0	4.0	-1.0	5.0	0.0	0.0	False
0.0	2.0	-2.0	3.0	-1.0	5.0	0.0	0.0	False
4.0	11.0	2.0	8.0	3.0	9.0	4.0	3.0	True
4.0	12.0	2.0	13.0	3.0	9.0	4.0	5.0	False
4.0	11.0	2.0	18.0	3.0	9.0	2.0	3.0	False
4.0	7.0	2.0	16.0	3.0	9.0	4.0	6.0	False
4.0	7.0	2.0	14.0	3.0	9.0	4.0	6.0	False
4.0	7.0	2.0	4.0	3.0	9.0	4.0	6.0	False
4.0	7.0	2.0	7.0	3.0	9.0	4.0	6.0	False
4.0	7.0	2.0	6.0	3.0	9.0	4.0	6.0	False
4.0	9.0	2.0	10.0	3.0	9.0	4.0	6.0	False
4.0	12.0	2.0	15.0	3.0	9.0	2.0	6.0	False
8.0	14.0	6.0	24.0	7.0	13.0	8.0	6.0	True
8.0	15.0	6.0	22.0	7.0	13.0	6.0	5.0	False
8.0	9.0	6.0	23.0	7.0	13.0	8.0	6.0	False
8.0	9.0	6.0	23.0	7.0	13.0	8.0	12.0	False
8.0	9.0	6.0	22.0	7.0	13.0	8.0	12.0	False
8.0	9.0	6.0	22.0	7.0	13.0	8.0	12.0	False
8.0	9.0	6.0	12.0	7.0	13.0	8.0	12.0	False
8.0	9.0	6.0	7.0	7.0	13.0	8.0	12.0	False
8.0	9.0	6.0	11.0	7.0	13.0	8.0	12.0	False
8.0	9.0	6.0	11.0	7.0	13.0	8.0	12.0	False
12.0	13.0	10.0	10.0	11.0	17.0	12.0	16.0	True
12.0	13.0	10.0	10.0	11.0	17.0	12.0	16.0	False
12.0	13.0	10.0	11.0	11.0	17.0	12.0	16.0	False
12.0	16.0	10.0	16.0	11.0	17.0	12.0	16.0	False
12.0	17.0	10.0	16.0	11.0	17.0	12.0	16.0	False
12.0	17.0	10.0	22.0	11.0	17.0	12.0	10.0	False
12.0	11.0	10.0	28.0	11.0	17.0	11.0	10.0	False
12.0	11.0	10.0	25.0	11.0	17.0	13.0	12.0	False
12.0	11.0	10.0	23.0	11.0	18.0	13.0	12.0	False
12.0	11.0	10.0	23.0	11.0	18.0	13.0	12.0	False
16.0	15.0	14.0	26.0	15.0	21.0	17.0	16.0	True
16.0	15.0	14.0	34.0	15.0	19.0	17.0	16.0	False
16.0	17.0	14.0	41.0	15.0	19.0	17.0	16.0	False
16.0	17.0	14.0	-10.0	15.0	19.0	17.0	16.0	False
16.0	17.0	14.0	-10.0	15.0	19.0	17.0	16.0	False
16.0	19.0	14.0	-10.0	15.0	19.0	17.0	16.0	False
16.0	16.0	14.0	-10.0	15.0	22.0	17.0	16.0	False
16.0	16.0	14.0	-10.0	15.0	19.0	17.0	16.0	False
16.0	20.0	14.0	-10.0	15.0	19.0	17.0	16.0	False
16.0	23.0	14.0	22.0	15.0	19.0	17.0	16.0	False
20.0	18.0	18.0	19.0	19.0	26.0	21.0	20.0	True
20.0	18.0	18.0	19.0	19.0	28.0	21.0	20.0	False
20.0	18.0	18.0	19.0	19.0	23.0	21.0	20.0	False
20.0	24.0	18.0	28.0	19.0	23.0	21.0	20.0	False
20.0	22.0	18.0	30.0	19.0	27.0	21.0	20.0	False
20.0	26.0	18.0	29.0	19.0	22.0	17.0	20.0	False
20.0	22.0	18.0	26.0	19.0	24.0	21.0	18.0	False
20.0	22.0	18.0	19.0	19.0	25.0	21.0	24.0	False
20.0	22.0	18.0	19.0	19.0	20.0	21.0	24.0	False
20.0	27.0	18.0	19.0	19.0	20.0	21.0	24.0	False
0.0	4.0	-2.0	6.0	-1.0	6.0	1.0	4.0	True
0.0	9.0	-2.0	10.0	-1.0	0.0	1.0	4.0	False
0.0	7.0	-2.0	11.0	-1.0	6.0	1.0	4.0	False
0.0	2.0	-2.0	5.0	-1.0	6.0	1.0	4.0	False
0.0	1.0	-2.0	9.0	-1.0	1.0	1.0	4.0	False
0.0	4.0	-2.0	9.0	-1.0	1.0	-2.0	4.0	False
0.0	2.0	-2.0	10.0	-1.0	2.0	-2.0	4.0	False
0.0	0.0	-2.0	0.0	-1.0	6.0	5.0	4.0	False
0.0	9.0	-2.0	11.0	-1.0	-1.0	-1.0	4.0	False
0.0	3.0	-2.0	12.0	-1.0	5.0	2.0	4.0	False
4.0	6.0	2.0	18.0	3.0	9.0	6.0	8.0	True
4.0	7.0	2.0	16.0	3.0	8.0	6.0	8.0	False
4.0	9.0	2.0	16.0	3.0	4.0	6.0	8.0	False
4.0	10.0	2.0	14.0	3.0	6.0	6.0	8.0	False
4.0	9.0	2.0	20.0	3.0	3.0	6.0	8.0	False
4.0	13.0	2.0	24.0	3.0	3.0	6.0	8.0	False
4.0	10.0	2.0	26.0	3.0	7.0	6.0	8.0	False
4.0	7.0	2.0	22.0	3.0	6.0	6.0	8.0	False
4.0	7.0	2.0	-13.0	3.0	8.0	6.0	8.0	False
4.0	7.0	2.0	3.0	3.0	3.0	3.0	8.0	False
8.0	14.0	6.0	10.0	7.0	9.0	6.0	12.0	True
8.0	9.0	6.0	8.0	7.0	12.0	10.0	12.0	False
8.0	14.0	6.0	19.0	7.0	7.0	7.0	12.0	False
8.0	15.0	6.0	19.0	7.0	9.0	9.0	12.0	False
8.0	12.0	6.0	19.0	7.0	11.0	9.0	12.0	False
8.0	13.0	6.0	19.0	7.0	8.0	9.0	12.0	False
8.0	11.0	6.0	19.0	7.0	8.0	7.0	12.0	False
8.0	11.0	6.0	19.0	7.0	9.0	13.0	12.0	False
8.0	11.0	6.0	22.0	7.0	9.0	7.0	12.0	False
8.0	13.0	6.0	20.0	7.0	12.0	11.0	12.0	False
12.0	6.0	10.0	24.0	11.0	16.0	15.0	16.0	True
12.0	18.0	10.0	24.0	11.0	12.0	11.0	16.0	False
12.0	18.0	10.0	24.0	11.0	15.0	13.0	16.0	False
11.0	13.0	11.0	19.0	15.0	16.0	15.0	15.0	False
11.0	19.0	11.0	25.0	15.0	11.0	15.0	15.0	False
11.0	12.0	11.0	22.0	15.0	11.0	15.0	15.0	False
11.0	12.0	11.0	22.0	15.0	11.0	15.0	15.0	False
11.0	12.0	11.0	22.0	15.0	11.0	15.0	15.0	False
11.0	18.0	11.0	28.0	15.0	11.0	15.0	15.0	False
11.0	14.0	11.0	21.0	15.0	11.0	15.0	15.0	False
15.0	24.0	15.0	40.0	19.0	15.0	19.0	19.0	True
15.0	16.0	15.0	30.0	19.0	15.0	19.0	19.0	False
15.0	16.0	15.0	31.0	19.0	15.0	19.0	19.0	False
15.0	21.0	15.0	21.0	19.0	15.0	19.0	19.0	False
15.0	21.0	15.0	22.0	19.0	15.0	19.0	13.0	False
15.0	16.0	15.0	17.0	19.0	15.0	19.0	20.0	False
15.0	21.0	15.0	19.0	19.0	15.0	19.0	20.0	False
15.0	14.0	15.0	26.0	19.0	15.0	19.0	17.0	False
15.0	14.0	15.0	19.0	19.0	15.0	19.0	17.0	False
15.0	14.0	15.0	19.0	19.0	15.0	19.0	17.0	False
19.0	18.0	19.0	19.0	23.0	19.0	23.0	21.0	True
19.0	18.0	19.0	22.0	23.0	19.0	23.0	21.0	False
19.0	18.0	19.0	11.0	23.0	19.0	23.0	21.0	False
19.0	25.0	19.0	11.0	23.0	19.0	23.0	21.0	False
19.0	25.0	19.0	11.0	23.0	19.0	23.0	21.0	False
19.0	24.0	19.0	21.0	23.0	19.0	23.0	21.0	False
19.0	26.0	19.0	31.0	23.0	19.0	23.0	21.0	False
19.0	23.0	19.0	33.0	23.0	19.0	23.0	21.0	False
19.0	22.0	19.0	27.0	23.0	19.0	23.0	21.0	False
19.0	25.0	19.0	29.0	23.0	19.0	23.0	21.0	False
-1.0	4.0	-1.0	16.0	3.0	-1.0	3.0	1.0	True
-1.0	3.0	-1.0	9.0	3.0	-1.0	3.0	1.0	False
-1.0	8.0	-1.0	20.0	3.0	-1.0	3.0	1.0	False
-1.0	2.0	-1.0	18.0	3.0	-1.0	3.0	1.0	False
-1.0	0.0	-1.0	10.0	3.0	-1.0	3.0	1.0	False
-1.0	3.0	-1.0	-14.0	3.0	-1.0	3.0	1.0	False
-1.0	6.0	-1.0	1.0	3.0	-1.0	3.0	1.0	False
-1.0	-1.0	-1.0	-6.0	3.0	-1.0	3.0	1.0	False
-1.0	6.0	-1.0	-3.0	3.0	-1.0	3.0	1.0	False
-1.0	4.0	-1.0	3.0	3.0	-1.0	3.0	1.0	False
3.0	8.0	3.0	7.0	7.0	3.0	7.0	5.0	True
3.0	6.0	3.0	7.0	7.0	3.0	7.0	5.0	False
3.0	5.0	3.0	7.0	7.0	3.0	7.0	5.0	False
3.0	10.0	3.0	7.0	7.0	3.0	7.0	5.0	False
3.0	5.0	3.0	7.0	7.0	3.0	7.0	5.0	False
3.0	8.0	3.0	7.0	7.0	3.0	7.0	5.0	False
3.0	3.0	3.0	7.0	7.0	3.0	7.0	5.0	False
3.0	5.0	3.0	7.0	7.0	3.0	7.0	5.0	False
3.0	11.0	3.0	7.0	7.0	3.0	7.0	5.0	False
3.0	4.0	3.0	7.0	7.0	3.0	7.0	5.0	False
7.0	13.0	7.0	18.0	11.0	7.0	4.0	9.0	True
7.0	12.0	7.0	20.0	11.0	7.0	8.0	9.0	False
7.0	12.0	7.0	13.0	11.0	7.0	8.0	9.0	False
7.0	10.0	7.0	13.0	11.0	7.0	8.0	9.0	False
7.0	15.0	7.0	18.0	11.0	7.0	8.0	9.0	False
7.0	12.0	7.0	18.0	11.0	7.0	8.0	9.0	False
7.0	6.0	7.0	15.0	11.0	7.0	8.0	9.0	False
7.0	12.0	7.0	23.0	11.0	7.0	8.0	9.0	False
