Data,Timestamp,Temperatura,Umidade,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,Horas de Trabalho,Falha
2016-06-24 05:00:00,1466744400,64,86,1462,1,2,584,295,505,782,962,1583,1892,1501,449,1334,470,694,430,No
2016-06-24 06:00:00,1466748000,66,84,397,2,0,1752,1734,498,391,1932,1250,1147,1162,730,1466,446,351,431,No
2016-06-24 07:00:00,1466751600,64,92,645,2,0,897,884,220,1101,900,538,360,1155,896,838,1196,696,432,No
2016-06-24 08:00:00,1466755200,61,93,1206,2,1,650,1187,1571,959,1889,1608,1058,1388,1278,1363,1467,159,433,No
2016-06-24 09:00:00,1466758800,66,89,1563,1,2,353,1677,409,746,1513,790,845,1343,593,1075,1953,584,434,No
2016-06-24 10:00:00,1466762400,63,93,1028,2,0,1989,554,1955,582,1219,861,979,382,1888,1057,819,1260,435,No
2016-06-24 11:00:00,1466766000,61,93,437,3,2,1236,1448,1923,1081,769,973,912,1074,376,1261,1174,1227,436,No
2016-06-24 12:00:00,1466769600,68,82,1543,3,2,232,921,616,751,979,756,1878,1018,855,1149,899,1581,437,No
2016-06-24 13:00:00,1466773200,63,92,498,2,2,793,301,592,1675,1997,1462,1504,976,440,1499,318,769,438,No
2016-06-24 14:00:00,1466776800,66,91,1841,1,0,1264,1658,337,1834,1335,546,1428,1616,1545,1188,1726,394,439,No
2016-06-24 15:00:00,1466780400,62,92,745,2,0,1261,1032,975,596,1533,836,863,384,1654,214,1375,1278,440,No
2016-06-24 16:00:00,1466784000,64,91,651,0,1,1046,604,288,957,271,1238,574,1946,1343,1835,1541,1679,441,No
2016-06-24 17:00:00,1466787600,60,93,491,0,1,631,1300,1957,1875,997,384,764,1168,982,859,1231,1518,442,No
2016-06-24 18:00:00,1466791200,68,81,1729,1,1,1985,1354,1577,1343,1941,1893,897,1627,1491,1759,348,985,443,No
2016-06-24 19:00:00,1466794800,67,85,1742,3,2,324,1031,1082,801,276,1453,1237,700,350,1625,1399,422,444,No
2016-06-24 20:00:00,1466798400,60,85,1110,2,0,1385,387,983,250,927,1719,448,1971,1786,966,959,1788,445,No
2016-06-24 21:00:00,1466802000,65,90,415,1,2,954,759,384,1931,573,1995,753,961,1439,485,1992,158,446,No
2016-06-24 22:00:00,1466805600,60,83,468,0,0,543,1464,1252,370,690,1283,1113,1921,1499,1842,1923,807,447,No
2016-06-24 23:00:00,1466809200,68,88,1238,0,2,551,1867,1162,565,1767,1205,1815,444,2009,1707,1737,1249,448,No
2016-06-25 00:00:00,1466812800,62,81,784,2,2,886,1645,1360,1008,887,697,479,1877,522,1529,858,1973,449,Yes
2016-06-25 01:00:00,1466816400,66,90,854,0,1,528,1373,1240,1330,1989,1348,1686,411,1689,1353,934,213,1,No
2016-06-25 02:00:00,1466820000,60,84,585,2,1,1909,956,1541,298,1789,1371,1666,1594,1045,252,1807,876,2,No
2016-06-25 03:00:00,1466823600,66,82,1243,1,2,590,1520,1979,1551,1226,872,2005,725,470,1749,1969,1330,3,No
2016-06-25 04:00:00,1466827200,66,91,1581,2,1,645,1815,1533,766,1302,1194,429,1923,1382,427,175,1184,4,No
2016-06-25 05:00:00,1466830800,67,91,1415,0,1,1276,294,204,1877,458,1909,156,1094,1951,1425,520,1528,5,No
2016-06-25 06:00:00,1466834400,60,92,302,1,1,231,956,250,261,1320,1814,1642,687,1454,892,776,1741,6,No
2016-06-25 07:00:00,1466838000,64,81,284,3,2,873,418,1858,1604,952,1225,498,1644,986,252,1034,1326,7,No
2016-06-25 08:00:00,1466841600,61,89,807,0,1,1116,1282,1982,407,1212,1219,219,1295,645,1977,1406,1881,8,No
2016-06-25 09:00:00,1466845200,67,91,615,3,2,620,587,191,805,1637,1745,291,1667,1961,1142,185,1786,9,No
2016-06-25 10:00:00,1466848800,62,86,1463,1,0,1873,848,450,1727,1738,214,562,174,1751,1030,1343,1811,10,No
2016-06-25 11:00:00,1466852400,60,86,1292,1,1,1035,1677,1780,394,1197,1878,626,1165,1947,370,766,1522,11,No
2016-06-25 12:00:00,1466856000,66,88,1955,2,2,1342,1494,893,831,550,990,1775,1423,441,620,884,1240,12,No
2016-06-25 13:00:00,1466859600,63,93,1696,0,2,973,690,271,1574,1708,698,1437,247,631,492,1795,1913,13,No
2016-06-25 14:00:00,1466863200,65,89,1207,2,0,1079,1730,1291,1031,1214,231,1862,1656,1783,315,348,162,14,No
2016-06-25 15:00:00,1466866800,66,92,976,1,1,1031,346,1473,1504,891,511,361,542,162,1689,237,1587,15,No
2016-06-25 16:00:00,1466870400,67,88,818,3,1,794,466,1975,1907,215,1307,1474,1615,1442,1514,529,867,16,No
2016-06-25 17:00:00,1466874000,67,84,1831,1,2,926,1740,696,246,1493,1736,1730,1048,242,826,879,252,17,No
2016-06-25 18:00:00,1466877600,63,81,2010,3,2,355,1016,535,769,436,908,764,1384,1494,1781,939,1479,18,No
2016-06-25 19:00:00,1466881200,66,89,1231,0,2,1584,253,1384,1648,1959,1815,600,302,932,1385,1461,1409,19,No
2016-06-25 20:00:00,1466884800,64,89,545,1,1,1450,332,1110,828,1285,366,871,1468,1911,1665,1866,501,20,No
2016-06-25 21:00:00,1466888400,62,86,1086,3,2,1410,944,930,1587,1471,1326,406,1576,1272,603,1396,1145,21,No
2016-06-25 22:00:00,1466892000,67,89,1179,3,1,950,1136,1883,480,709,1228,1203,2009,1786,1017,769,371,22,No
2016-06-25 23:00:00,1466895600,61,88,1139,1,0,1987,954,1446,1387,878,1973,1362,943,1962,384,896,336,23,No
2016-06-26 00:00:00,1466899200,65,91,724,3,0,272,507,1830,705,934,1393,1452,803,1885,1486,632,1258,24,No
2016-06-26 01:00:00,1466902800,64,90,472,1,1,679,527,472,1689,316,724,1885,206,1341,1726,574,484,25,No
2016-06-26 02:00:00,1466906400,61,90,614,3,1,1429,1179,1276,915,1710,287,1964,1710,1321,1874,557,391,26,No
2016-06-26 03:00:00,1466910000,63,86,738,1,1,1419,1701,1304,1292,1019,189,1429,2001,1030,211,1173,666,27,No
2016-06-26 04:00:00,1466913600,62,91,1184,1,2,229,1618,1445,1595,1211,787,968,1549,1775,1966,1365,760,28,No
2016-06-26 05:00:00,1466917200,62,85,1050,1,1,1113,1015,1682,711,815,298,1750,1166,1219,962,634,1984,29,No
2016-06-26 06:00:00,1466920800,63,86,1343,1,0,946,1016,578,1465,1463,1139,927,560,1671,408,1693,578,30,No
2016-06-26 07:00:00,1466924400,66,87,1177,3,2,507,1778,1589,865,1082,1946,1464,359,373,1816,1268,289,31,No
2016-06-26 08:00:00,1466928000,61,83,509,1,1,482,1509,518,569,163,1167,215,1424,1227,798,529,1821,32,No
2016-06-26 09:00:00,1466931600,63,92,1648,3,2,1052,187,1797,779,1412,854,1497,895,1120,1097,1905,1442,33,No
2016-06-26 10:00:00,1466935200,62,82,1441,2,2,455,1402,1771,1642,634,970,1522,1040,740,480,1799,791,34,No
2016-06-26 11:00:00,1466938800,65,83,330,2,0,1814,1870,997,267,437,1440,467,698,235,955,1865,1981,35,No
2016-06-26 12:00:00,1466942400,60,89,1304,2,0,1840,1931,1220,1698,564,915,223,1778,1018,1683,1571,619,36,No
2016-06-26 13:00:00,1466946000,68,82,203,2,2,1103,735,530,1930,1281,1851,1387,1490,1217,383,279,1169,37,No
2016-06-26 14:00:00,1466949600,68,91,1271,0,2,214,202,1923,1017,842,1796,1879,1823,1773,1173,1396,256,38,No
2016-06-26 15:00:00,1466953200,61,92,1312,1,2,1868,1689,395,1528,529,175,1903,1634,320,836,1660,1867,39,No
2016-06-26 16:00:00,1466956800,65,82,338,3,2,1146,1086,1442,1277,1804,622,394,242,718,1096,1204,267,40,No
2016-06-26 17:00:00,1466960400,65,93,1075,3,1,1897,234,1677,839,628,309,1830,755,783,1478,1562,1460,41,No
2016-06-26 18:00:00,1466964000,68,85,1245,0,1,1146,470,1706,931,1946,555,591,612,178,1004,1366,1759,42,No
2016-06-26 19:00:00,1466967600,64,92,1033,0,1,965,1214,1793,461,1547,1431,206,1437,1372,292,774,465,43,No
2016-06-26 20:00:00,1466971200,61,84,1842,3,0,1350,573,1797,1777,696,1145,203,1139,370,1612,237,1797,44,No
2016-06-26 21:00:00,1466974800,66,90,1565,2,1,1761,237,355,1686,537,1949,578,1684,1266,1629,406,1201,45,No
2016-06-26 22:00:00,1466978400,61,88,1895,3,2,1587,1079,774,1249,1487,1647,1516,1831,540,503,1347,338,46,No
2016-06-26 23:00:00,1466982000,60,93,905,0,1,443,1058,1013,1460,1819,1918,995,1902,656,1912,1729,589,47,No
2016-06-27 00:00:00,1466985600,63,81,1955,2,0,1337,283,412,865,1040,493,819,687,815,955,567,1126,48,No
2016-06-27 01:00:00,1466989200,61,84,620,0,0,1865,765,2005,1170,873,916,1866,635,1845,1704,506,916,49,No
2016-06-27 02:00:00,1466992800,63,87,755,3,0,1489,645,1610,1065,1228,773,1332,1198,880,689,791,1547,50,No
2016-06-27 03:00:00,1466996400,60,90,1037,0,2,161,371,1082,191,1922,543,467,892,1362,1962,1189,867,51,No
2016-06-27 04:00:00,1467000000,65,90,533,0,2,1726,498,656,1735,1932,1136,1507,1090,815,1234,1660,1034,52,No
2016-06-27 05:00:00,1467003600,64,84,1294,3,0,1563,1938,1143,403,767,1288,1047,1528,337,703,1917,295,53,No
2016-06-27 06:00:00,1467007200,67,86,1182,1,0,1619,492,1801,1719,1563,1289,625,2009,787,1259,1066,720,54,No
2016-06-27 07:00:00,1467010800,60,86,1874,2,1,1514,1652,1724,390,1598,828,1166,733,1019,1032,1768,335,55,No
2016-06-27 08:00:00,1467014400,66,93,1187,3,1,628,493,764,813,1801,1667,1223,438,860,1348,1153,1342,56,No
2016-06-27 09:00:00,1467018000,66,89,1464,1,1,1345,1905,1627,422,1216,466,1249,641,1926,1347,1121,504,57,No
2016-06-27 10:00:00,1467021600,61,89,1381,1,0,1675,1376,1362,365,629,424,1038,1004,714,868,248,811,58,No
2016-06-27 11:00:00,1467025200,62,90,1953,3,0,1956,723,1914,1547,172,1720,500,480,1790,1910,1399,1125,59,No
2016-06-27 12:00:00,1467028800,68,81,745,3,0,1296,926,1005,1785,1848,369,1159,456,1161,676,1835,791,60,No
2016-06-27 13:00:00,1467032400,66,85,432,1,2,1564,307,1288,1915,505,217,783,401,997,1639,1298,896,61,No
2016-06-27 14:00:00,1467036000,66,90,1746,1,1,670,797,1769,1124,1042,1439,952,1942,1877,664,361,669,62,No
2016-06-27 15:00:00,1467039600,64,92,1891,3,1,1695,2008,1509,848,359,1750,1794,1981,1661,1508,1784,562,63,No
2016-06-27 16:00:00,1467043200,65,81,1778,2,0,299,799,253,810,1346,1045,1087,1070,661,1673,1988,600,64,No
2016-06-27 17:00:00,1467046800,62,89,1402,2,0,446,1079,1623,1589,1310,1266,1532,772,764,985,1420,235,65,No
2016-06-27 18:00:00,1467050400,64,87,1730,3,1,1407,1906,1616,1690,983,482,1419,1115,1338,1779,292,1540,66,No
2016-06-27 19:00:00,1467054000,66,83,1757,2,1,1909,1910,1678,705,254,403,280,823,1590,1202,1566,1961,67,No
2016-06-27 20:00:00,1467057600,62,87,1527,2,0,391,697,1867,665,631,1080,1717,1264,1884,724,1935,1099,68,No
2016-06-27 21:00:00,1467061200,68,86,1844,3,2,228,355,220,1283,1487,190,1437,649,1787,1337,1483,789,69,No
2016-06-27 22:00:00,1467064800,68,84,228,3,1,1773,1117,818,387,1987,2000,1856,1582,564,513,227,394,70,No
2016-06-27 23:00:00,1467068400,62,91,1816,2,0,1112,1859,1158,853,1383,840,385,1654,1613,875,874,1249,71,No
2016-06-28 00:00:00,1467072000,65,81,778,2,1,1914,1726,1565,697,254,918,993,1425,1434,660,575,1795,72,No
2016-06-28 01:00:00,1467075600,60,83,1381,3,2,1095,1774,1172,392,1614,1673,1734,404,1483,305,1624,1416,73,No
2016-06-28 02:00:00,1467079200,63,89,1825,3,1,1159,1583,1466,1199,1708,1285,1898,1917,1000,381,1920,283,74,No
2016-06-28 03:00:00,1467082800,65,86,778,0,1,652,318,1792,995,418,1941,954,1826,161,1951,1438,449,75,No
2016-06-28 04:00:00,1467086400,61,87,1822,0,0,1255,1459,1234,1106,1643,1688,1334,1380,188,1156,892,2006,76,No
2016-06-28 05:00:00,1467090000,67,89,1100,2,0,1284,1084,930,1502,413,589,648,1187,247,1499,879,302,77,No
2016-06-28 06:00:00,1467093600,63,89,1967,1,1,845,971,1665,468,871,1899,481,1998,471,888,1828,891,78,No
2016-06-28 07:00:00,1467097200,66,89,1003,3,1,452,545,198,1675,1019,1305,412,547,998,717,1557,671,79,No
2016-06-28 08:00:00,1467100800,62,91,1027,0,1,192,248,1618,800,899,1869,1468,1006,1162,1721,1089,1709,80,No
2016-06-28 09:00:00,1467104400,67,82,1910,2,0,1487,1929,413,236,1779,639,448,454,1406,1292,621,999,81,No
2016-06-28 10:00:00,1467108000,62,84,1694,2,1,756,798,208,702,890,358,489,292,1330,965,592,552,82,No
2016-06-28 11:00:00,1467111600,66,89,713,0,2,208,1638,179,1350,379,1450,462,747,1160,1001,1572,822,83,No
2016-06-28 12:00:00,1467115200,68,86,1539,3,2,1661,316,610,1621,894,1074,1050,1538,732,1747,1963,925,84,No
2016-06-28 13:00:00,1467118800,60,90,1341,3,1,369,1298,1669,1640,961,1772,1314,1517,1690,1923,1000,1709,85,No
2016-06-28 14:00:00,1467122400,66,91,1731,3,1,443,1581,1619,1829,415,486,1076,1539,445,929,1545,1518,86,No
2016-06-28 15:00:00,1467126000,60,92,1881,1,1,734,877,290,1248,555,791,1256,1566,1800,795,515,1620,87,No
2016-06-28 16:00:00,1467129600,61,81,1567,2,1,1726,1807,807,1533,367,1496,1895,1275,1582,1425,1065,1974,88,No
2016-06-28 17:00:00,1467133200,64,86,1545,3,2,1340,348,547,829,1893,469,1019,1175,1856,567,1451,1928,89,No
2016-06-28 18:00:00,1467136800,63,90,1235,1,1,419,641,399,608,189,711,1503,1559,1111,552,638,1796,90,No
2016-06-28 19:00:00,1467140400,66,93,2009,2,0,1017,211,202,658,290,901,1969,909,476,1185,491,1304,91,No
2016-06-28 20:00:00,1467144000,65,90,1204,2,1,1213,1978,1890,363,1291,1465,1303,1037,503,728,711,1752,92,No
2016-06-28 21:00:00,1467147600,61,83,1732,2,2,1964,1473,220,838,464,1829,1028,1761,1701,1419,1086,1751,93,No
2016-06-28 22:00:00,1467151200,60,84,1641,1,1,1656,668,615,1072,1920,956,324,1779,2011,283,372,1429,94,No
2016-06-28 23:00:00,1467154800,67,92,1045,2,1,1004,1010,233,179,1903,780,1699,1924,411,670,160,857,95,No
2016-06-29 00:00:00,1467158400,66,83,787,0,2,1270,1132,1101,1624,1065,493,223,1830,1602,524,213,718,96,No
2016-06-29 01:00:00,1467162000,66,84,1089,2,2,361,1233,590,420,765,437,1160,488,1199,1288,1868,1112,97,No
2016-06-29 02:00:00,1467165600,62,86,378,3,0,1899,905,744,1714,1063,668,1439,1353,807,696,764,1986,98,No
2016-06-29 03:00:00,1467169200,68,87,916,2,2,665,413,1794,305,1628,1291,1779,1231,163,1567,1725,901,99,No
2016-06-29 04:00:00,1467172800,68,92,1413,2,1,314,265,756,1013,987,1274,673,1355,1783,1307,220,1803,100,No
2016-06-29 05:00:00,1467176400,62,90,1797,0,1,1302,464,743,446,1614,1242,1749,1337,1547,1705,1098,918,101,No
2016-06-29 06:00:00,1467180000,66,92,439,1,2,1134,836,1832,166,952,293,1251,238,704,1738,524,1412,102,No
2016-06-29 07:00:00,1467183600,60,84,1168,2,2,772,919,1434,1043,396,362,1815,1240,438,369,1587,889,103,No
2016-06-29 08:00:00,1467187200,66,92,407,2,1,167,1194,294,341,270,209,1781,1662,750,213,1773,337,104,No
2016-06-29 09:00:00,1467190800,60,92,2008,3,1,1407,1868,1885,1456,655,843,876,1290,1884,1469,1702,609,105,No
2016-06-29 10:00:00,1467194400,66,87,1945,3,0,1006,230,267,1359,770,1522,1974,230,1867,824,714,1865,106,No
2016-06-29 11:00:00,1467198000,65,91,268,0,2,1883,223,777,733,1866,848,289,493,1581,431,273,1079,107,No
2016-06-29 12:00:00,1467201600,63,89,946,0,0,1499,1409,196,631,489,1366,1815,1072,1173,1783,1647,1912,108,No
2016-06-29 13:00:00,1467205200,64,93,1016,0,1,380,194,395,1448,290,249,826,1538,238,542,304,1599,109,No
2016-06-29 14:00:00,1467208800,61,87,219,2,2,657,172,542,999,218,991,1663,255,1475,447,1724,1254,110,No
2016-06-29 15:00:00,1467212400,65,87,410,2,2,374,1911,448,260,1382,209,483,547,1411,609,229,1844,111,No
2016-06-29 16:00:00,1467216000,65,90,1500,1,1,200,1701,540,851,746,218,967,371,1646,432,1650,673,112,No
2016-06-29 17:00:00,1467219600,66,88,572,0,2,672,512,337,1717,1313,1211,425,268,429,812,649,367,113,No
2016-06-29 18:00:00,1467223200,67,86,1070,0,1,1674,639,204,574,1806,1712,309,1751,470,198,190,1488,114,No
2016-06-29 19:00:00,1467226800,63,91,1686,0,0,941,1492,590,184,1141,846,923,252,1235,1041,1890,1685,115,No
2016-06-29 20:00:00,1467230400,68,83,2004,0,1,1637,1383,1472,1236,1057,949,1369,692,1586,972,1986,582,116,No
2016-06-29 21:00:00,1467234000,65,82,906,1,0,1056,1435,1424,1617,196,271,1252,2007,348,1044,1040,1068,117,No
2016-06-29 22:00:00,1467237600,68,93,426,2,1,539,437,1615,1676,1079,1650,893,1542,1230,1163,1276,1656,118,No
2016-06-29 23:00:00,1467241200,65,87,583,3,1,482,1857,1076,901,1333,332,754,302,1978,1887,494,1977,119,No
2016-06-30 00:00:00,1467244800,60,81,246,0,1,704,514,175,1346,1210,1803,355,401,1684,787,1382,2010,120,No
2016-06-30 01:00:00,1467248400,60,91,454,0,2,362,419,1668,1922,1766,1235,914,1967,1933,193,1561,573,121,No
2016-06-30 02:00:00,1467252000,64,87,388,2,0,768,1741,1059,1991,1928,667,875,1140,159,418,1036,540,122,No
2016-06-30 03:00:00,1467255600,64,85,1541,2,2,926,1900,820,938,1630,781,1471,1931,351,1206,1019,366,123,No
2016-06-30 04:00:00,1467259200,66,86,595,3,1,1543,1453,1995,1593,1247,369,1766,292,1370,728,1894,644,124,No
2016-06-30 05:00:00,1467262800,65,85,331,0,0,808,1790,426,811,764,1692,1249,1337,512,2000,1724,1977,125,No
2016-06-30 06:00:00,1467266400,60,90,1088,1,1,452,985,2004,1172,1949,1223,1478,324,208,1391,462,809,126,No
2016-06-30 07:00:00,1467270000,63,85,1460,2,0,1305,1982,1909,583,1252,1972,1724,534,1584,1255,1389,868,127,No
2016-06-30 08:00:00,1467273600,60,81,892,2,1,1356,160,256,1664,293,993,1203,1025,1795,850,1857,859,128,No
2016-06-30 09:00:00,1467277200,68,83,934,0,1,324,872,570,1531,1091,1069,1774,412,535,1430,1968,447,129,No
2016-06-30 10:00:00,1467280800,67,91,1614,1,0,692,1389,1187,801,528,528,441,1194,1612,1242,1672,358,130,No
2016-06-30 11:00:00,1467284400,63,88,2005,3,1,1709,341,547,1047,1167,1895,1746,1737,1342,1107,1208,175,131,No
2016-06-30 12:00:00,1467288000,61,93,769,3,2,344,1660,666,1292,1444,1183,1039,1960,1570,244,1685,729,132,No
2016-06-30 13:00:00,1467291600,67,86,1619,1,2,996,552,1395,1688,1746,1808,583,1092,858,739,379,821,133,No
2016-06-30 14:00:00,1467295200,61,85,836,3,2,839,1819,1034,1848,1494,1546,1277,738,788,1343,1483,933,134,No
2016-06-30 15:00:00,1467298800,65,92,1770,0,0,1417,193,1666,790,989,317,1762,1399,338,1079,357,990,135,No
2016-06-30 16:00:00,1467302400,65,84,1556,0,0,729,1382,1913,354,1753,295,700,297,910,201,1567,1428,136,No
2016-06-30 17:00:00,1467306000,66,82,935,3,2,1020,1623,1310,1194,1337,1044,1131,835,750,1834,1403,583,137,No
2016-06-30 18:00:00,1467309600,67,88,581,0,1,171,224,886,225,189,1591,1393,263,254,1826,706,455,138,No
2016-06-30 19:00:00,1467313200,60,88,1135,2,0,1977,895,782,281,1694,800,1456,384,2008,501,412,1421,139,No
2016-06-30 20:00:00,1467316800,66,85,528,3,0,1545,848,1574,1456,1753,1618,860,1361,1042,545,1541,685,140,No
2016-06-30 21:00:00,1467320400,67,93,671,0,1,264,1722,628,539,1044,586,481,403,953,905,645,1446,141,No
2016-06-30 22:00:00,1467324000,60,90,1101,1,2,726,1280,958,196,1326,1683,866,542,1471,823,503,1964,142,No
2016-06-30 23:00:00,1467327600,61,87,933,2,2,531,1142,672,1614,304,1210,821,1136,1158,1822,1440,820,143,No
2016-07-01 00:00:00,1467331200,61,90,1868,2,2,1545,521,1164,1142,404,819,1555,549,1651,1683,296,478,144,No
2016-07-01 01:00:00,1467334800,60,83,183,0,2,419,1468,287,1558,1609,722,952,1197,585,1598,514,1230,145,No
2016-07-01 02:00:00,1467338400,63,81,1781,3,0,1082,1124,1522,370,603,180,1357,1111,1125,889,1555,842,146,No
2016-07-01 03:00:00,1467342000,67,91,1478,3,0,1510,649,331,1822,1902,442,734,1095,1836,1735,1839,906,147,No
2016-07-01 04:00:00,1467345600,67,92,1258,0,0,471,1217,1133,1729,310,1247,305,1327,1417,546,1456,713,148,No
2016-07-01 05:00:00,1467349200,60,92,431,2,0,548,1098,1066,1534,1777,1829,1901,207,909,1939,1442,659,149,No
2016-07-01 06:00:00,1467352800,60,83,1756,1,2,703,302,1125,1480,288,762,1580,393,1742,436,1456,848,150,No
2016-07-01 07:00:00,1467356400,68,93,1049,2,1,718,827,1082,418,583,861,1440,1935,1188,284,1585,1893,151,No
2016-07-01 08:00:00,1467360000,65,85,1594,0,0,453,597,537,1697,1723,1391,1615,1979,251,209,2000,1684,152,No
2016-07-01 09:00:00,1467363600,63,88,298,2,0,1990,725,1293,971,1150,1275,573,968,1705,2000,1590,1647,153,No
2016-07-01 10:00:00,1467367200,67,86,1147,1,1,1357,658,850,1234,670,417,1182,1387,265,1039,1806,211,154,No
2016-07-01 11:00:00,1467370800,66,88,1134,3,1,1485,809,1602,349,1774,1568,1255,1988,761,824,1660,1561,155,No
2016-07-01 12:00:00,1467374400,65,88,1880,2,0,1579,1180,1315,224,1582,914,587,463,626,1546,1190,1830,156,No
2016-07-01 13:00:00,1467378000,60,89,1918,2,2,1736,938,831,1761,1415,1930,615,1691,709,1014,190,1401,157,No
2016-07-01 14:00:00,1467381600,67,90,962,0,2,1886,1559,1131,914,1508,1180,1339,195,2003,1560,1164,685,158,No
2016-07-01 15:00:00,1467385200,65,86,1317,1,0,1751,1814,1405,196,844,1984,852,1373,1063,814,811,1067,159,No
2016-07-01 16:00:00,1467388800,64,91,772,0,1,836,1375,1967,1650,556,872,1307,300,628,970,1517,1958,160,No
2016-07-01 17:00:00,1467392400,66,92,379,3,2,1062,1106,1801,1095,1150,486,1256,1169,195,1285,672,1923,161,No
2016-07-01 18:00:00,1467396000,67,86,1342,2,2,629,874,2007,159,1443,1976,579,1408,1590,910,903,547,162,No
2016-07-01 19:00:00,1467399600,60,84,1393,2,0,572,1593,487,1871,1115,1742,1135,1581,1600,1871,1927,652,163,No
2016-07-01 20:00:00,1467403200,66,87,1711,3,1,1331,702,1383,408,439,695,1566,621,539,1735,562,331,164,No
2016-07-01 21:00:00,1467406800,67,91,259,3,1,339,1310,881,1428,274,1331,581,987,1758,1935,985,1054,165,No
2016-07-01 22:00:00,1467410400,63,83,552,2,2,1851,308,428,1239,444,1837,1145,201,1990,983,1790,1384,166,No
2016-07-01 23:00:00,1467414000,65,90,1469,1,1,2010,1069,1530,1288,597,1858,920,1972,297,1727,211,1241,167,No
2016-07-02 00:00:00,1467417600,64,82,452,3,2,506,1380,1866,1597,301,1979,236,609,1975,919,1037,1085,168,No
2016-07-02 01:00:00,1467421200,65,90,1513,2,1,889,510,304,721,1307,1462,1641,1471,1903,2004,1716,1583,169,No
2016-07-02 02:00:00,1467424800,66,88,1152,0,0,1726,467,1786,1541,384,755,1542,1756,1162,670,1741,1031,170,No
2016-07-02 03:00:00,1467428400,64,86,880,3,0,1436,1078,1150,762,807,302,1979,1165,1257,1939,1519,459,171,No
2016-07-02 04:00:00,1467432000,62,88,1417,3,0,1862,1601,303,642,212,650,715,1389,910,1141,991,999,172,No
2016-07-02 05:00:00,1467435600,66,90,404,1,0,1101,1429,1029,691,1198,1795,1086,1062,938,1463,544,1159,173,No
2016-07-02 06:00:00,1467439200,63,87,1330,3,2,1678,1257,465,871,366,593,471,1621,795,1687,1314,1978,174,No
2016-07-02 07:00:00,1467442800,62,81,617,0,1,1415,1224,1361,1043,1306,1153,1989,267,310,754,925,1418,175,No
2016-07-02 08:00:00,1467446400,66,84,1362,0,1,271,345,1829,248,484,1450,1051,1545,1802,281,991,1673,176,No
2016-07-02 09:00:00,1467450000,61,90,640,2,2,1705,354,751,1734,1856,1256,1200,644,155,199,1914,1377,177,No
2016-07-02 10:00:00,1467453600,67,83,1672,2,1,1069,1721,530,775,179,328,558,1195,1318,1959,2008,1785,178,No
2016-07-02 11:00:00,1467457200,64,91,211,1,0,570,608,1615,976,1740,1482,1502,1763,1429,810,481,1721,179,No
2016-07-02 12:00:00,1467460800,63,85,1619,3,0,776,1301,293,1473,329,1478,752,804,573,1516,248,503,180,No
2016-07-02 13:00:00,1467464400,61,86,743,2,0,1955,1389,714,1263,619,747,1438,1326,192,1795,217,338,181,No
2016-07-02 14:00:00,1467468000,60,88,1054,1,1,1259,1170,1662,1498,1077,961,1656,1895,235,543,1043,1368,182,No
2016-07-02 15:00:00,1467471600,67,92,1776,3,0,1315,1243,190,177,530,473,1996,414,861,1213,580,1518,183,No
2016-07-02 16:00:00,1467475200,66,83,1481,3,2,400,771,1556,1556,991,559,1541,1493,1874,1556,1275,266,184,No
2016-07-02 17:00:00,1467478800,66,91,1836,1,0,1219,1903,1487,1363,1666,202,1104,1952,1638,470,1508,1469,185,No
2016-07-02 18:00:00,1467482400,67,83,1907,2,2,1785,661,1791,1603,1028,673,819,929,1629,926,1130,1079,186,No
2016-07-02 19:00:00,1467486000,67,85,1627,3,2,1403,1071,867,1757,987,1996,591,177,679,1363,1417,355,187,No
2016-07-02 20:00:00,1467489600,64,87,367,1,1,523,522,1198,317,1340,319,726,1960,1239,1884,689,1477,188,No
2016-07-02 21:00:00,1467493200,64,89,1736,1,0,1434,1618,628,1522,1842,1747,298,2007,1833,196,1572,1116,189,No
2016-07-02 22:00:00,1467496800,67,93,885,3,1,1392,1810,1279,1098,1687,566,808,1980,197,1163,1649,1759,190,No
2016-07-02 23:00:00,1467500400,62,84,1784,0,1,1395,402,1357,1821,1591,950,537,1096,1981,1198,474,1646,191,No
2016-07-03 00:00:00,1467504000,61,88,1708,3,0,1487,1473,855,519,468,851,254,281,1138,287,1423,1934,192,No
2016-07-03 01:00:00,1467507600,67,91,435,3,0,196,497,1325,257,1045,654,1438,381,1547,1500,676,1539,193,No
2016-07-03 02:00:00,1467511200,68,81,375,1,2,1397,961,1562,883,586,1507,1603,324,233,1087,1640,1427,194,No
2016-07-03 03:00:00,1467514800,62,90,1603,0,1,185,489,1085,1979,764,903,1018,502,716,1941,1200,1144,195,No
2016-07-03 04:00:00,1467518400,68,90,1377,2,0,1884,711,1068,466,1831,1798,962,527,1823,962,1510,983,196,No
2016-07-03 05:00:00,1467522000,68,89,561,2,2,1735,1071,1155,158,540,1301,937,1249,312,172,376,1292,197,No
2016-07-03 06:00:00,1467525600,61,89,1930,1,1,1527,1142,447,1247,1779,436,1308,771,1593,855,701,1165,198,No
2016-07-03 07:00:00,1467529200,66,93,1675,2,0,611,855,550,1475,1947,847,1427,777,335,856,271,1886,199,No
2016-07-03 08:00:00,1467532800,65,91,1743,2,1,308,1310,1122,171,1402,1381,1816,1608,1918,1929,1217,238,200,No
